"species_id","palette","file","success"
"333","shiny","gen3\shiny\333.png","True"
"334","regular","gen3\regular\334.png","True"
"334","shiny","gen3\shiny\334.png","True"
"335","regular","gen3\regular\335.png","True"
"335","shiny","gen3\shiny\335.png","True"
"336","regular","gen3\regular\336.png","True"
"336","shiny","gen3\shiny\336.png","True"
"337","regular","gen3\regular\337.png","True"
"337","shiny","gen3\shiny\337.png","True"
"338","regular","gen3\regular\338.png","True"
"338","shiny","gen3\shiny\338.png","True"
"339","regular","gen3\regular\339.png","True"
"339","shiny","gen3\shiny\339.png","True"
"340","regular","gen3\regular\340.png","True"
"340","shiny","gen3\shiny\340.png","True"
"341","regular","gen3\regular\341.png","True"
"341","shiny","gen3\shiny\341.png","True"
"342","regular","gen3\regular\342.png","True"
"342","shiny","gen3\shiny\342.png","True"
"343","regular","gen3\regular\343.png","True"
"343","shiny","gen3\shiny\343.png","True"
"344","regular","gen3\regular\344.png","True"
"344","shiny","gen3\shiny\344.png","True"
"345","regular","gen3\regular\345.png","True"
"345","shiny","gen3\shiny\345.png","True"
"346","regular","gen3\regular\346.png","True"
"346","shiny","gen3\shiny\346.png","True"
"347","regular","gen3\regular\347.png","True"
"347","shiny","gen3\shiny\347.png","True"
"348","regular","gen3\regular\348.png","True"
"348","shiny","gen3\shiny\348.png","True"
"349","regular","gen3\regular\349.png","True"
"349","shiny","gen3\shiny\349.png","True"
"350","regular","gen3\regular\350.png","True"
"350","shiny","gen3\shiny\350.png","True"
"351","regular","gen3\regular\351.png","True"
"351","shiny","gen3\shiny\351.png","True"
"352","regular","gen3\regular\352.png","True"
"352","shiny","gen3\shiny\352.png","True"
"353","regular","gen3\regular\353.png","True"
"353","shiny","gen3\shiny\353.png","True"
"354","regular","gen3\regular\354.png","True"
"354","shiny","gen3\shiny\354.png","True"
"355","regular","gen3\regular\355.png","True"
"355","shiny","gen3\shiny\355.png","True"
"356","regular","gen3\regular\356.png","True"
"356","shiny","gen3\shiny\356.png","True"
"357","regular","gen3\regular\357.png","True"
"357","shiny","gen3\shiny\357.png","True"
"358","regular","gen3\regular\358.png","True"
"358","shiny","gen3\shiny\358.png","True"
"359","regular","gen3\regular\359.png","True"
"359","shiny","gen3\shiny\359.png","True"
"360","regular","gen3\regular\360.png","True"
"360","shiny","gen3\shiny\360.png","True"
"361","regular","gen3\regular\361.png","True"
"361","shiny","gen3\shiny\361.png","True"
"362","regular","gen3\regular\362.png","True"
"362","shiny","gen3\shiny\362.png","True"
"363","regular","gen3\regular\363.png","True"
"363","shiny","gen3\shiny\363.png","True"
"364","regular","gen3\regular\364.png","True"
"364","shiny","gen3\shiny\364.png","True"
"365","regular","gen3\regular\365.png","True"
"365","shiny","gen3\shiny\365.png","True"
"366","regular","gen3\regular\366.png","True"
"366","shiny","gen3\shiny\366.png","True"
"367","regular","gen3\regular\367.png","True"
"367","shiny","gen3\shiny\367.png","True"
"368","regular","gen3\regular\368.png","True"
"368","shiny","gen3\shiny\368.png","True"
"369","regular","gen3\regular\369.png","True"
"369","shiny","gen3\shiny\369.png","True"
"370","regular","gen3\regular\370.png","True"
"370","shiny","gen3\shiny\370.png","True"
"371","regular","gen3\regular\371.png","True"
"371","shiny","gen3\shiny\371.png","True"
"372","regular","gen3\regular\372.png","True"
"372","shiny","gen3\shiny\372.png","True"
"373","regular","gen3\regular\373.png","True"
"373","shiny","gen3\shiny\373.png","True"
"374","regular","gen3\regular\374.png","True"
"374","shiny","gen3\shiny\374.png","True"
"375","regular","gen3\regular\375.png","True"
"375","shiny","gen3\shiny\375.png","True"
"376","regular","gen3\regular\376.png","True"
"376","shiny","gen3\shiny\376.png","True"
"377","regular","gen3\regular\377.png","True"
"377","shiny","gen3\shiny\377.png","True"
"378","regular","gen3\regular\378.png","True"
"378","shiny","gen3\shiny\378.png","True"
"379","regular","gen3\regular\379.png","True"
"379","shiny","gen3\shiny\379.png","True"
"380","regular","gen3\regular\380.png","True"
"380","shiny","gen3\shiny\380.png","True"
"381","regular","gen3\regular\381.png","True"
"381","shiny","gen3\shiny\381.png","True"
"382","regular","gen3\regular\382.png","True"
"382","shiny","gen3\shiny\382.png","True"
"383","regular","gen3\regular\383.png","True"
"383","shiny","gen3\shiny\383.png","True"
"384","regular","gen3\regular\384.png","True"
"384","shiny","gen3\shiny\384.png","True"
"385","regular","gen3\regular\385.png","True"
"385","shiny","gen3\shiny\385.png","True"
"386","regular","gen3\regular\386.png","True"
"386","shiny","gen3\shiny\386.png","True"
"387","regular","gen4\regular\387.png","True"
"387","shiny","gen4\shiny\387.png","True"
"388","regular","gen4\regular\388.png","True"
"388","shiny","gen4\shiny\388.png","True"
"389","regular","gen4\regular\389.png","True"
"389","shiny","gen4\shiny\389.png","True"
"390","regular","gen4\regular\390.png","True"
"390","shiny","gen4\shiny\390.png","True"
"391","regular","gen4\regular\391.png","True"
"391","shiny","gen4\shiny\391.png","True"
"392","regular","gen4\regular\392.png","True"
"392","shiny","gen4\shiny\392.png","True"
"393","regular","gen4\regular\393.png","True"
"393","shiny","gen4\shiny\393.png","True"
"394","regular","gen4\regular\394.png","True"
"394","shiny","gen4\shiny\394.png","True"
"395","regular","gen4\regular\395.png","True"
"395","shiny","gen4\shiny\395.png","True"
"396","regular","gen4\regular\396.png","True"
"396","shiny","gen4\shiny\396.png","True"
"397","regular","gen4\regular\397.png","True"
"397","shiny","gen4\shiny\397.png","True"
"398","regular","gen4\regular\398.png","True"
"398","shiny","gen4\shiny\398.png","True"
"399","regular","gen4\regular\399.png","True"
"399","shiny","gen4\shiny\399.png","True"
"400","regular","gen4\regular\400.png","True"
"400","shiny","gen4\shiny\400.png","True"
"401","regular","gen4\regular\401.png","True"
"401","shiny","gen4\shiny\401.png","True"
"402","regular","gen4\regular\402.png","True"
"402","shiny","gen4\shiny\402.png","True"
"403","regular","gen4\regular\403.png","True"
"403","shiny","gen4\shiny\403.png","True"
"404","regular","gen4\regular\404.png","True"
"404","shiny","gen4\shiny\404.png","True"
"405","regular","gen4\regular\405.png","True"
"405","shiny","gen4\shiny\405.png","True"
"406","regular","gen4\regular\406.png","True"
"406","shiny","gen4\shiny\406.png","True"
"407","regular","gen4\regular\407.png","True"
"407","shiny","gen4\shiny\407.png","True"
"408","regular","gen4\regular\408.png","True"
"408","shiny","gen4\shiny\408.png","True"
"409","regular","gen4\regular\409.png","True"
"409","shiny","gen4\shiny\409.png","True"
"410","regular","gen4\regular\410.png","True"
"410","shiny","gen4\shiny\410.png","True"
"411","regular","gen4\regular\411.png","True"
"411","shiny","gen4\shiny\411.png","True"
"412","regular","gen4\regular\412.png","True"
"412","shiny","gen4\shiny\412.png","True"
"413","regular","gen4\regular\413.png","True"
"413","shiny","gen4\shiny\413.png","True"
"414","regular","gen4\regular\414.png","True"
"414","shiny","gen4\shiny\414.png","True"
"415","regular","gen4\regular\415.png","True"
"415","shiny","gen4\shiny\415.png","True"
"416","regular","gen4\regular\416.png","True"
"416","shiny","gen4\shiny\416.png","True"
"417","regular","gen4\regular\417.png","True"
"417","shiny","gen4\shiny\417.png","True"
"418","regular","gen4\regular\418.png","True"
"418","shiny","gen4\shiny\418.png","True"
"419","regular","gen4\regular\419.png","True"
"419","shiny","gen4\shiny\419.png","True"
"420","regular","gen4\regular\420.png","True"
"420","shiny","gen4\shiny\420.png","True"
"421","regular","gen4\regular\421.png","True"
"421","shiny","gen4\shiny\421.png","True"
"422","regular","gen4\regular\422.png","True"
"422","shiny","gen4\shiny\422.png","True"
"423","regular","gen4\regular\423.png","True"
"423","shiny","gen4\shiny\423.png","True"
"424","regular","gen4\regular\424.png","True"
"424","shiny","gen4\shiny\424.png","True"
"425","regular","gen4\regular\425.png","True"
"425","shiny","gen4\shiny\425.png","True"
"426","regular","gen4\regular\426.png","True"
"426","shiny","gen4\shiny\426.png","True"
"427","regular","gen4\regular\427.png","True"
"427","shiny","gen4\shiny\427.png","True"
"428","regular","gen4\regular\428.png","True"
"428","shiny","gen4\shiny\428.png","True"
"429","regular","gen4\regular\429.png","True"
"429","shiny","gen4\shiny\429.png","True"
"430","regular","gen4\regular\430.png","True"
"430","shiny","gen4\shiny\430.png","True"
"431","regular","gen4\regular\431.png","True"
"431","shiny","gen4\shiny\431.png","True"
"432","regular","gen4\regular\432.png","True"
"432","shiny","gen4\shiny\432.png","True"
"433","regular","gen4\regular\433.png","True"
"433","shiny","gen4\shiny\433.png","True"
"434","regular","gen4\regular\434.png","True"
"434","shiny","gen4\shiny\434.png","True"
"435","regular","gen4\regular\435.png","True"
"435","shiny","gen4\shiny\435.png","True"
"436","regular","gen4\regular\436.png","True"
"436","shiny","gen4\shiny\436.png","True"
"437","regular","gen4\regular\437.png","True"
"437","shiny","gen4\shiny\437.png","True"
"438","regular","gen4\regular\438.png","True"
"438","shiny","gen4\shiny\438.png","True"
"439","regular","gen4\regular\439.png","True"
"439","shiny","gen4\shiny\439.png","True"
"440","regular","gen4\regular\440.png","True"
"440","shiny","gen4\shiny\440.png","True"
"441","regular","gen4\regular\441.png","True"
"441","shiny","gen4\shiny\441.png","True"
"442","regular","gen4\regular\442.png","True"
"442","shiny","gen4\shiny\442.png","True"
"443","regular","gen4\regular\443.png","True"
"443","shiny","gen4\shiny\443.png","True"
"444","regular","gen4\regular\444.png","True"
"444","shiny","gen4\shiny\444.png","True"
"445","regular","gen4\regular\445.png","True"
"445","shiny","gen4\shiny\445.png","True"
"446","regular","gen4\regular\446.png","True"
"446","shiny","gen4\shiny\446.png","True"
"447","regular","gen4\regular\447.png","True"
"447","shiny","gen4\shiny\447.png","True"
"448","regular","gen4\regular\448.png","True"
"448","shiny","gen4\shiny\448.png","True"
"449","regular","gen4\regular\449.png","True"
"449","shiny","gen4\shiny\449.png","True"
"450","regular","gen4\regular\450.png","True"
"450","shiny","gen4\shiny\450.png","True"
"451","regular","gen4\regular\451.png","True"
"451","shiny","gen4\shiny\451.png","True"
"452","regular","gen4\regular\452.png","True"
"452","shiny","gen4\shiny\452.png","True"
"453","regular","gen4\regular\453.png","True"
"453","shiny","gen4\shiny\453.png","True"
"454","regular","gen4\regular\454.png","True"
"454","shiny","gen4\shiny\454.png","True"
"455","regular","gen4\regular\455.png","True"
"455","shiny","gen4\shiny\455.png","True"
"456","regular","gen4\regular\456.png","True"
"456","shiny","gen4\shiny\456.png","True"
"457","regular","gen4\regular\457.png","True"
"457","shiny","gen4\shiny\457.png","True"
"458","regular","gen4\regular\458.png","True"
"458","shiny","gen4\shiny\458.png","True"
"459","regular","gen4\regular\459.png","True"
"459","shiny","gen4\shiny\459.png","True"
"460","regular","gen4\regular\460.png","True"
"460","shiny","gen4\shiny\460.png","True"
"461","regular","gen4\regular\461.png","True"
"461","shiny","gen4\shiny\461.png","True"
"462","regular","gen4\regular\462.png","True"
"462","shiny","gen4\shiny\462.png","True"
"463","regular","gen4\regular\463.png","True"
"463","shiny","gen4\shiny\463.png","True"
"464","regular","gen4\regular\464.png","True"
"464","shiny","gen4\shiny\464.png","True"
"465","regular","gen4\regular\465.png","True"
"465","shiny","gen4\shiny\465.png","True"
"466","regular","gen4\regular\466.png","True"
"466","shiny","gen4\shiny\466.png","True"
"467","regular","gen4\regular\467.png","True"
"467","shiny","gen4\shiny\467.png","True"
"468","regular","gen4\regular\468.png","True"
"468","shiny","gen4\shiny\468.png","True"
"469","regular","gen4\regular\469.png","True"
"469","shiny","gen4\shiny\469.png","True"
"470","regular","gen4\regular\470.png","True"
"470","shiny","gen4\shiny\470.png","True"
"471","regular","gen4\regular\471.png","True"
"471","shiny","gen4\shiny\471.png","True"
"472","regular","gen4\regular\472.png","True"
"472","shiny","gen4\shiny\472.png","True"
"473","regular","gen4\regular\473.png","True"
"473","shiny","gen4\shiny\473.png","True"
"474","regular","gen4\regular\474.png","True"
"474","shiny","gen4\shiny\474.png","True"
"475","regular","gen4\regular\475.png","True"
"475","shiny","gen4\shiny\475.png","True"
"476","regular","gen4\regular\476.png","True"
"476","shiny","gen4\shiny\476.png","True"
"477","regular","gen4\regular\477.png","True"
"477","shiny","gen4\shiny\477.png","True"
"478","regular","gen4\regular\478.png","True"
"478","shiny","gen4\shiny\478.png","True"
"479","regular","gen4\regular\479.png","True"
"479","shiny","gen4\shiny\479.png","True"
"480","regular","gen4\regular\480.png","True"
"480","shiny","gen4\shiny\480.png","True"
"481","regular","gen4\regular\481.png","True"
"481","shiny","gen4\shiny\481.png","True"
"482","regular","gen4\regular\482.png","True"
"482","shiny","gen4\shiny\482.png","True"
"483","regular","gen4\regular\483.png","True"
"483","shiny","gen4\shiny\483.png","True"
"484","regular","gen4\regular\484.png","True"
"484","shiny","gen4\shiny\484.png","True"
"485","regular","gen4\regular\485.png","True"
"485","shiny","gen4\shiny\485.png","True"
"486","regular","gen4\regular\486.png","True"
"486","shiny","gen4\shiny\486.png","True"
"487","regular","gen4\regular\487.png","True"
"487","shiny","gen4\shiny\487.png","True"
"488","regular","gen4\regular\488.png","True"
"488","shiny","gen4\shiny\488.png","True"
"489","regular","gen4\regular\489.png","True"
"489","shiny","gen4\shiny\489.png","True"
"490","regular","gen4\regular\490.png","True"
"490","shiny","gen4\shiny\490.png","True"
"491","regular","gen4\regular\491.png","True"
"491","shiny","gen4\shiny\491.png","True"
"492","regular","gen4\regular\492.png","True"
"492","shiny","gen4\shiny\492.png","True"
"493","regular","gen4\regular\493.png","True"
"493","shiny","gen4\shiny\493.png","True"
"494","regular","gen5\regular\494.png","True"
"494","shiny","gen5\shiny\494.png","True"
"495","regular","gen5\regular\495.png","True"
"495","shiny","gen5\shiny\495.png","True"
"496","regular","gen5\regular\496.png","True"
"496","shiny","gen5\shiny\496.png","True"
"497","regular","gen5\regular\497.png","True"
"497","shiny","gen5\shiny\497.png","True"
"498","regular","gen5\regular\498.png","True"
"498","shiny","gen5\shiny\498.png","True"
"499","regular","gen5\regular\499.png","True"
"499","shiny","gen5\shiny\499.png","True"
"500","regular","gen5\regular\500.png","True"
"500","shiny","gen5\shiny\500.png","True"
"501","regular","gen5\regular\501.png","True"
"501","shiny","gen5\shiny\501.png","True"
"502","regular","gen5\regular\502.png","True"
"502","shiny","gen5\shiny\502.png","True"
"503","regular","gen5\regular\503.png","True"
"503","shiny","gen5\shiny\503.png","True"
"504","regular","gen5\regular\504.png","True"
"504","shiny","gen5\shiny\504.png","True"
"505","regular","gen5\regular\505.png","True"
"505","shiny","gen5\shiny\505.png","True"
"506","regular","gen5\regular\506.png","True"
"506","shiny","gen5\shiny\506.png","True"
"507","regular","gen5\regular\507.png","True"
"507","shiny","gen5\shiny\507.png","True"
"508","regular","gen5\regular\508.png","True"
"508","shiny","gen5\shiny\508.png","True"
"509","regular","gen5\regular\509.png","True"
"509","shiny","gen5\shiny\509.png","True"
"510","regular","gen5\regular\510.png","True"
"510","shiny","gen5\shiny\510.png","True"
"511","regular","gen5\regular\511.png","True"
"511","shiny","gen5\shiny\511.png","True"
"512","regular","gen5\regular\512.png","True"
"512","shiny","gen5\shiny\512.png","True"
"513","regular","gen5\regular\513.png","True"
"513","shiny","gen5\shiny\513.png","True"
"514","regular","gen5\regular\514.png","True"
"514","shiny","gen5\shiny\514.png","True"
"515","regular","gen5\regular\515.png","True"
"515","shiny","gen5\shiny\515.png","True"
"516","regular","gen5\regular\516.png","True"
"516","shiny","gen5\shiny\516.png","True"
"517","regular","gen5\regular\517.png","True"
"517","shiny","gen5\shiny\517.png","True"
"518","regular","gen5\regular\518.png","True"
"518","shiny","gen5\shiny\518.png","True"
"519","regular","gen5\regular\519.png","True"
"519","shiny","gen5\shiny\519.png","True"
"520","regular","gen5\regular\520.png","True"
"520","shiny","gen5\shiny\520.png","True"
"521","regular","gen5\regular\521.png","True"
"521","shiny","gen5\shiny\521.png","True"
"522","regular","gen5\regular\522.png","True"
"522","shiny","gen5\shiny\522.png","True"
"523","regular","gen5\regular\523.png","True"
"523","shiny","gen5\shiny\523.png","True"
"524","regular","gen5\regular\524.png","True"
"524","shiny","gen5\shiny\524.png","True"
"525","regular","gen5\regular\525.png","True"
"525","shiny","gen5\shiny\525.png","True"
"526","regular","gen5\regular\526.png","True"
"526","shiny","gen5\shiny\526.png","True"
"527","regular","gen5\regular\527.png","True"
"527","shiny","gen5\shiny\527.png","True"
"528","regular","gen5\regular\528.png","True"
"528","shiny","gen5\shiny\528.png","True"
"529","regular","gen5\regular\529.png","True"
"529","shiny","gen5\shiny\529.png","True"
"530","regular","gen5\regular\530.png","True"
"530","shiny","gen5\shiny\530.png","True"
"531","regular","gen5\regular\531.png","True"
"531","shiny","gen5\shiny\531.png","True"
"532","regular","gen5\regular\532.png","True"
"532","shiny","gen5\shiny\532.png","True"
"533","regular","gen5\regular\533.png","True"
"533","shiny","gen5\shiny\533.png","True"
"534","regular","gen5\regular\534.png","True"
"534","shiny","gen5\shiny\534.png","True"
"535","regular","gen5\regular\535.png","True"
"535","shiny","gen5\shiny\535.png","True"
"536","regular","gen5\regular\536.png","True"
"536","shiny","gen5\shiny\536.png","True"
"537","regular","gen5\regular\537.png","True"
"537","shiny","gen5\shiny\537.png","True"
"538","regular","gen5\regular\538.png","True"
"538","shiny","gen5\shiny\538.png","True"
"539","regular","gen5\regular\539.png","True"
"539","shiny","gen5\shiny\539.png","True"
"540","regular","gen5\regular\540.png","True"
"540","shiny","gen5\shiny\540.png","True"
"541","regular","gen5\regular\541.png","True"
"541","shiny","gen5\shiny\541.png","True"
"542","regular","gen5\regular\542.png","True"
"542","shiny","gen5\shiny\542.png","True"
"543","regular","gen5\regular\543.png","True"
"543","shiny","gen5\shiny\543.png","True"
"544","regular","gen5\regular\544.png","True"
"544","shiny","gen5\shiny\544.png","True"
"545","regular","gen5\regular\545.png","True"
"545","shiny","gen5\shiny\545.png","True"
"546","regular","gen5\regular\546.png","True"
"546","shiny","gen5\shiny\546.png","True"
"547","regular","gen5\regular\547.png","True"
"547","shiny","gen5\shiny\547.png","True"
"548","regular","gen5\regular\548.png","True"
"548","shiny","gen5\shiny\548.png","True"
"549","regular","gen5\regular\549.png","True"
"549","shiny","gen5\shiny\549.png","True"
"550","regular","gen5\regular\550.png","True"
"550","shiny","gen5\shiny\550.png","True"
"551","regular","gen5\regular\551.png","True"
"551","shiny","gen5\shiny\551.png","True"
"552","regular","gen5\regular\552.png","True"
"552","shiny","gen5\shiny\552.png","True"
"553","regular","gen5\regular\553.png","True"
"553","shiny","gen5\shiny\553.png","True"
"554","regular","gen5\regular\554.png","True"
"554","shiny","gen5\shiny\554.png","True"
"555","regular","gen5\regular\555.png","True"
"555","shiny","gen5\shiny\555.png","True"
"556","regular","gen5\regular\556.png","True"
"556","shiny","gen5\shiny\556.png","True"
"557","regular","gen5\regular\557.png","True"
"557","shiny","gen5\shiny\557.png","True"
"558","regular","gen5\regular\558.png","True"
"558","shiny","gen5\shiny\558.png","True"
"559","regular","gen5\regular\559.png","True"
"559","shiny","gen5\shiny\559.png","True"
"560","regular","gen5\regular\560.png","True"
"560","shiny","gen5\shiny\560.png","True"
"561","regular","gen5\regular\561.png","True"
"561","shiny","gen5\shiny\561.png","True"
"562","regular","gen5\regular\562.png","True"
"562","shiny","gen5\shiny\562.png","True"
"563","regular","gen5\regular\563.png","True"
"563","shiny","gen5\shiny\563.png","True"
"564","regular","gen5\regular\564.png","True"
"564","shiny","gen5\shiny\564.png","True"
"565","regular","gen5\regular\565.png","True"
"565","shiny","gen5\shiny\565.png","True"
"566","regular","gen5\regular\566.png","True"
"566","shiny","gen5\shiny\566.png","True"
"567","regular","gen5\regular\567.png","True"
"567","shiny","gen5\shiny\567.png","True"
"568","regular","gen5\regular\568.png","True"
"568","shiny","gen5\shiny\568.png","True"
"569","regular","gen5\regular\569.png","True"
"569","shiny","gen5\shiny\569.png","True"
"570","regular","gen5\regular\570.png","True"
"570","shiny","gen5\shiny\570.png","True"
"571","regular","gen5\regular\571.png","True"
"571","shiny","gen5\shiny\571.png","True"
"572","regular","gen5\regular\572.png","True"
"572","shiny","gen5\shiny\572.png","True"
"573","regular","gen5\regular\573.png","True"
"573","shiny","gen5\shiny\573.png","True"
"574","regular","gen5\regular\574.png","True"
"574","shiny","gen5\shiny\574.png","True"
"575","regular","gen5\regular\575.png","True"
"575","shiny","gen5\shiny\575.png","True"
"576","regular","gen5\regular\576.png","True"
"576","shiny","gen5\shiny\576.png","True"
"577","regular","gen5\regular\577.png","True"
"577","shiny","gen5\shiny\577.png","True"
"578","regular","gen5\regular\578.png","True"
"578","shiny","gen5\shiny\578.png","True"
"579","regular","gen5\regular\579.png","True"
"579","shiny","gen5\shiny\579.png","True"
"580","regular","gen5\regular\580.png","True"
"580","shiny","gen5\shiny\580.png","True"
"581","regular","gen5\regular\581.png","True"
"581","shiny","gen5\shiny\581.png","True"
"582","regular","gen5\regular\582.png","True"
"582","shiny","gen5\shiny\582.png","True"
"583","regular","gen5\regular\583.png","True"
"583","shiny","gen5\shiny\583.png","True"
"584","regular","gen5\regular\584.png","True"
"584","shiny","gen5\shiny\584.png","True"
"585","regular","gen5\regular\585.png","True"
"585","shiny","gen5\shiny\585.png","True"
"586","regular","gen5\regular\586.png","True"
"586","shiny","gen5\shiny\586.png","True"
"587","regular","gen5\regular\587.png","True"
"587","shiny","gen5\shiny\587.png","True"
"588","regular","gen5\regular\588.png","True"
"588","shiny","gen5\shiny\588.png","True"
"589","regular","gen5\regular\589.png","True"
"589","shiny","gen5\shiny\589.png","True"
"590","regular","gen5\regular\590.png","True"
"590","shiny","gen5\shiny\590.png","True"
"591","regular","gen5\regular\591.png","True"
"591","shiny","gen5\shiny\591.png","True"
"592","regular","gen5\regular\592.png","True"
"592","shiny","gen5\shiny\592.png","True"
"593","regular","gen5\regular\593.png","True"
"593","shiny","gen5\shiny\593.png","True"
"594","regular","gen5\regular\594.png","True"
"594","shiny","gen5\shiny\594.png","True"
"595","regular","gen5\regular\595.png","True"
"595","shiny","gen5\shiny\595.png","True"
"596","regular","gen5\regular\596.png","True"
"596","shiny","gen5\shiny\596.png","True"
"597","regular","gen5\regular\597.png","True"
"597","shiny","gen5\shiny\597.png","True"
"598","regular","gen5\regular\598.png","True"
"598","shiny","gen5\shiny\598.png","True"
"599","regular","gen5\regular\599.png","True"
"599","shiny","gen5\shiny\599.png","True"
"600","regular","gen5\regular\600.png","True"
"600","shiny","gen5\shiny\600.png","True"
"601","regular","gen5\regular\601.png","True"
"601","shiny","gen5\shiny\601.png","True"
"602","regular","gen5\regular\602.png","True"
"602","shiny","gen5\shiny\602.png","True"
"603","regular","gen5\regular\603.png","True"
"603","shiny","gen5\shiny\603.png","True"
"604","regular","gen5\regular\604.png","True"
"604","shiny","gen5\shiny\604.png","True"
"605","regular","gen5\regular\605.png","True"
"605","shiny","gen5\shiny\605.png","True"
"606","regular","gen5\regular\606.png","True"
"606","shiny","gen5\shiny\606.png","True"
"607","regular","gen5\regular\607.png","True"
"607","shiny","gen5\shiny\607.png","True"
"608","regular","gen5\regular\608.png","True"
"608","shiny","gen5\shiny\608.png","True"
"609","regular","gen5\regular\609.png","True"
"609","shiny","gen5\shiny\609.png","True"
"610","regular","gen5\regular\610.png","True"
"610","shiny","gen5\shiny\610.png","True"
"611","regular","gen5\regular\611.png","True"
"611","shiny","gen5\shiny\611.png","True"
"612","regular","gen5\regular\612.png","True"
"612","shiny","gen5\shiny\612.png","True"
"613","regular","gen5\regular\613.png","True"
"613","shiny","gen5\shiny\613.png","True"
"614","regular","gen5\regular\614.png","True"
"614","shiny","gen5\shiny\614.png","True"
"615","regular","gen5\regular\615.png","True"
"615","shiny","gen5\shiny\615.png","True"
"616","regular","gen5\regular\616.png","True"
"616","shiny","gen5\shiny\616.png","True"
"617","regular","gen5\regular\617.png","True"
"617","shiny","gen5\shiny\617.png","True"
"618","regular","gen5\regular\618.png","True"
"618","shiny","gen5\shiny\618.png","True"
"619","regular","gen5\regular\619.png","True"
"619","shiny","gen5\shiny\619.png","True"
"620","regular","gen5\regular\620.png","True"
"620","shiny","gen5\shiny\620.png","True"
"621","regular","gen5\regular\621.png","True"
"621","shiny","gen5\shiny\621.png","True"
"622","regular","gen5\regular\622.png","True"
"622","shiny","gen5\shiny\622.png","True"
"623","regular","gen5\regular\623.png","True"
"623","shiny","gen5\shiny\623.png","True"
"624","regular","gen5\regular\624.png","True"
"624","shiny","gen5\shiny\624.png","True"
"625","regular","gen5\regular\625.png","True"
"625","shiny","gen5\shiny\625.png","True"
"626","regular","gen5\regular\626.png","True"
"626","shiny","gen5\shiny\626.png","True"
"627","regular","gen5\regular\627.png","True"
"627","shiny","gen5\shiny\627.png","True"
"628","regular","gen5\regular\628.png","True"
"628","shiny","gen5\shiny\628.png","True"
"629","regular","gen5\regular\629.png","True"
"629","shiny","gen5\shiny\629.png","True"
"630","regular","gen5\regular\630.png","True"
"630","shiny","gen5\shiny\630.png","True"
"631","regular","gen5\regular\631.png","True"
"631","shiny","gen5\shiny\631.png","True"
"632","regular","gen5\regular\632.png","True"
"632","shiny","gen5\shiny\632.png","True"
"633","regular","gen5\regular\633.png","True"
"633","shiny","gen5\shiny\633.png","True"
"634","regular","gen5\regular\634.png","True"
"634","shiny","gen5\shiny\634.png","True"
"635","regular","gen5\regular\635.png","True"
"635","shiny","gen5\shiny\635.png","True"
"636","regular","gen5\regular\636.png","True"
"636","shiny","gen5\shiny\636.png","True"
"637","regular","gen5\regular\637.png","True"
"637","shiny","gen5\shiny\637.png","True"
"638","regular","gen5\regular\638.png","True"
"638","shiny","gen5\shiny\638.png","True"
"639","regular","gen5\regular\639.png","True"
"639","shiny","gen5\shiny\639.png","True"
"640","regular","gen5\regular\640.png","True"
"640","shiny","gen5\shiny\640.png","True"
"641","regular","gen5\regular\641.png","True"
"641","shiny","gen5\shiny\641.png","True"
"642","regular","gen5\regular\642.png","True"
"642","shiny","gen5\shiny\642.png","True"
"643","regular","gen5\regular\643.png","True"
"643","shiny","gen5\shiny\643.png","True"
"644","regular","gen5\regular\644.png","True"
"644","shiny","gen5\shiny\644.png","True"
"645","regular","gen5\regular\645.png","True"
"645","shiny","gen5\shiny\645.png","True"
"646","regular","gen5\regular\646.png","True"
"646","shiny","gen5\shiny\646.png","True"
"647","regular","gen5\regular\647.png","True"
"647","shiny","gen5\shiny\647.png","True"
"648","regular","gen5\regular\648.png","True"
"648","shiny","gen5\shiny\648.png","True"
"649","regular","gen5\regular\649.png","True"
"649","shiny","gen5\shiny\649.png","True"
